Date,Close
16/10/2018 16:00:00,56.06
17/10/2018 16:00:00,55.78
18/10/2018 16:00:00,54.4
19/10/2018 16:00:00,54.82
22/10/2018 16:00:00,55.06
23/10/2018 16:00:00,55.18
24/10/2018 16:00:00,52.54
25/10/2018 16:00:00,54.78
26/10/2018 16:00:00,53.57
29/10/2018 16:00:00,51
30/10/2018 16:00:00,51.81
31/10/2018 16:00:00,53.84
01/11/2018 16:00:00,53.5
02/11/2018 16:00:00,52.89
05/11/2018 16:00:00,52
06/11/2018 16:00:00,52.79
07/11/2018 16:00:00,54.67
08/11/2018 16:00:00,54.12
09/11/2018 16:00:00,53.31
12/11/2018 16:00:00,51.93
13/11/2018 16:00:00,51.8
14/11/2018 16:00:00,52.18
15/11/2018 16:00:00,53.24
16/11/2018 16:00:00,53.07
19/11/2018 16:00:00,51
20/11/2018 16:00:00,51.29
21/11/2018 16:00:00,51.88
23/11/2018 13:00:00,51.19
26/11/2018 16:00:00,52.43
27/11/2018 16:00:00,52.22
28/11/2018 16:00:00,54.31
29/11/2018 16:00:00,54.42
30/11/2018 16:00:00,54.72
03/12/2018 16:00:00,55.32
04/12/2018 16:00:00,52.54
06/12/2018 16:00:00,53.44
07/12/2018 16:00:00,51.83
10/12/2018 16:00:00,51.98
11/12/2018 16:00:00,52.59
12/12/2018 16:00:00,53.18
13/12/2018 16:00:00,53.1
14/12/2018 16:00:00,52.11
17/12/2018 16:00:00,50.83
18/12/2018 16:00:00,51.44
19/12/2018 16:00:00,51.15
20/12/2018 16:00:00,50.47
21/12/2018 16:00:00,48.98
24/12/2018 13:00:00,48.81
26/12/2018 16:00:00,51.97
27/12/2018 16:00:00,52.19
28/12/2018 16:00:00,51.85
31/12/2018 16:00:00,51.78
02/01/2019 16:00:00,52.29
