Date,Close
28/06/2018 16:00:00,44.79
29/06/2018 16:00:00,43.67
02/07/2018 16:00:00,44.98
03/07/2018 13:00:00,43.89
05/07/2018 16:00:00,45.06
06/07/2018 16:00:00,46.65
09/07/2018 16:00:00,44.14
10/07/2018 16:00:00,43.75
11/07/2018 16:00:00,43.87
12/07/2018 16:00:00,45.26
13/07/2018 16:00:00,44.49
16/07/2018 16:00:00,44.26
17/07/2018 16:00:00,44.71
18/07/2018 16:00:00,43.34
19/07/2018 16:00:00,43.44
20/07/2018 16:00:00,43.42
23/07/2018 16:00:00,43.31
24/07/2018 16:00:00,42.17
25/07/2018 16:00:00,44.22
26/07/2018 16:00:00,42.94
27/07/2018 16:00:00,34.12
30/07/2018 16:00:00,31.38
31/07/2018 16:00:00,31.87
01/08/2018 16:00:00,31.91
02/08/2018 16:00:00,32.82
03/08/2018 16:00:00,31.96
06/08/2018 16:00:00,32.98
07/08/2018 16:00:00,32.67
08/08/2018 16:00:00,31.84
09/08/2018 16:00:00,31.96
10/08/2018 16:00:00,32.01
13/08/2018 16:00:00,32.8
14/08/2018 16:00:00,33.19
15/08/2018 16:00:00,32.38
16/08/2018 16:00:00,32.83
17/08/2018 16:00:00,32.73
20/08/2018 16:00:00,32.6
21/08/2018 16:00:00,33.69
22/08/2018 16:00:00,33.81
23/08/2018 16:00:00,33.88
24/08/2018 16:00:00,34.28
27/08/2018 16:00:00,35.89
28/08/2018 16:00:00,35.49
29/08/2018 16:00:00,35.35
30/08/2018 16:00:00,35.64
31/08/2018 16:00:00,35.18
04/09/2018 16:00:00,34.84
05/09/2018 16:00:00,32.73
06/09/2018 16:00:00,30.81
07/09/2018 16:00:00,30.49
10/09/2018 16:00:00,30.54
11/09/2018 16:00:00,30.89
12/09/2018 16:00:00,29.75
13/09/2018 16:00:00,30.39
14/09/2018 16:00:00,30.12
17/09/2018 16:00:00,28.86
18/09/2018 16:00:00,29.22
19/09/2018 16:00:00,29.52
20/09/2018 16:00:00,29.85
21/09/2018 16:00:00,28.5
24/09/2018 16:00:00,28.6
25/09/2018 16:00:00,29.11
26/09/2018 16:00:00,29.01
27/09/2018 16:00:00,29.42
28/09/2018 16:00:00,28.46
01/10/2018 16:00:00,28.31
02/10/2018 16:00:00,28.19
03/10/2018 16:00:00,29.01
04/10/2018 16:00:00,28.23
05/10/2018 16:00:00,28.39
08/10/2018 16:00:00,28.45
09/10/2018 16:00:00,29.27
10/10/2018 16:00:00,26.79
11/10/2018 16:00:00,27
12/10/2018 16:00:00,27.99
15/10/2018 16:00:00,28.61
16/10/2018 16:00:00,29.87
17/10/2018 16:00:00,29.55
18/10/2018 16:00:00,29.29
19/10/2018 16:00:00,28.83
22/10/2018 16:00:00,29.18
23/10/2018 16:00:00,28.77
24/10/2018 16:00:00,27.54
25/10/2018 16:00:00,31.8
26/10/2018 16:00:00,32.36
29/10/2018 16:00:00,32.39
30/10/2018 16:00:00,33.86
31/10/2018 16:00:00,34.75
01/11/2018 16:00:00,34.62
02/11/2018 16:00:00,34.3
05/11/2018 16:00:00,34.02
06/11/2018 16:00:00,34.42
07/11/2018 16:00:00,34.99
08/11/2018 16:00:00,34.18
09/11/2018 16:00:00,34.08
12/11/2018 16:00:00,32.01
13/11/2018 16:00:00,32.49
14/11/2018 16:00:00,32.91
15/11/2018 16:00:00,33.15
16/11/2018 16:00:00,33.67
19/11/2018 16:00:00,31.98
20/11/2018 16:00:00,31.06
21/11/2018 16:00:00,31.61
23/11/2018 13:00:00,31.12
26/11/2018 16:00:00,32.82
27/11/2018 16:00:00,32.61
28/11/2018 16:00:00,32.73
29/11/2018 16:00:00,31.3
30/11/2018 16:00:00,31.45
03/12/2018 16:00:00,33.66
04/12/2018 16:00:00,32.56
06/12/2018 16:00:00,32.96
07/12/2018 16:00:00,32.83
10/12/2018 16:00:00,33.43
11/12/2018 16:00:00,34.45
12/12/2018 16:00:00,36.25
13/12/2018 16:00:00,35.89
14/12/2018 16:00:00,35.87
17/12/2018 16:00:00,33.43
18/12/2018 16:00:00,33.74
19/12/2018 16:00:00,32.93
20/12/2018 16:00:00,29.29
21/12/2018 16:00:00,27.31
24/12/2018 13:00:00,26.45
26/12/2018 16:00:00,28.66
27/12/2018 16:00:00,28.68
28/12/2018 16:00:00,28.43
31/12/2018 16:00:00,28.74
02/01/2019 16:00:00,28.81
